,author,sex,work_count,fan_count,author_avg_rating,author_rating_count,author_review_count
567,abner doubleday,male,20,1,3.73,173,18
568,abolqasem ferdowsi,male,176,204,4.48,5698,439
569,aborigen,male,6,1,3.0,1,1
570,aboud dandachi,male,1,2,4.08,59,9
571,abra ebner,female,12,407,3.67,4184,318
572,abra taylor,female,14,1,3.27,196,23
573,abraham ascher,male,13,2,3.76,440,60
574,abraham cahan,male,21,9,3.48,1210,91
575,abraham cohen,male,38,5,3.97,551,42
576,abraham cowley,male,108,4,3.44,41,2
577,abraham eraly,male,14,54,4.06,1383,150
578,abraham h. maslow,male,32,469,4.17,9137,308
579,abraham joshua heschel,male,43,328,4.37,8056,662
580,abraham kuyper,male,202,62,4.07,2328,214
581,abraham lincoln,male,648,1269,4.35,14559,722
582,abraham m. nussbaum,male,8,6,4.11,259,20
583,abraham myerson,male,10,2,3.74,148,4
584,abraham pais,male,14,25,4.22,1711,72
585,abraham rabinovich,male,7,15,4.27,1075,92
586,abraham rodriguez jr.,male,7,13,4.02,702,61
587,abraham silberschatz,male,37,25,3.87,2681,135
588,abraham valdelomar,male,40,16,3.81,538,35
589,abraham von worms,male,6,8,4.02,1164,32
590,abram hoffer,male,32,20,4.24,588,38
591,abrar shafie,male,1,12,3.34,116,27
592,abria mattina,female,5,183,4.2,1125,201
593,abrianna denae,female,6,94,4.32,215,152
594,abrianna leaming,female,2,22,4.43,21,11
595,abril posas,female,7,4,4.13,128,34
596,abu al-fazal ibn mubarak,male,13,9,4.07,199,17
597,abu ameenah bilal philips,male,69,215,4.33,1959,165
598,abu ammaar yasir qadhi,male,22,111,4.57,541,34
599,abu fatiah al-adnani,male,18,14,4.26,494,27
600,abu hamid al-ghazali,male,429,1936,4.25,18269,2317
601,abubakar adam ibrahim,male,6,40,3.9,527,117
602,abul a'la maududi,male,95,283,3.96,2097,302
603,abul asad,male,64,32,4.29,2118,34
604,abul hasan,male,7,9,4.25,114,16
605,abul k. abbas,male,28,8,4.22,2053,83
606,abundantlyqueer,female,1,3,3.92,85,7
607,abutorab khosravi,male,10,137,3.62,2157,272
608,aby warburg,male,39,29,4.05,512,18
609,acar baltaş,male,14,16,3.77,249,27
610,acariba,female,3,18,3.37,233,64
611,ace atkins,male,43,941,3.91,59739,6277
612,ace bowers,male,1,6,4.04,190,30
613,ace frehley,male,10,14,3.8,2619,243
614,ace mccloud,male,294,3,3.21,717,103
615,ace vitangcol,male,13,23,4.64,1958,80
616,achdiat k. mihardja,male,14,31,3.87,1966,197
617,achille campanile,male,31,8,3.74,560,52
618,achmad munif,male,11,6,3.63,207,19
619,achmat dangor,male,11,15,3.34,1089,103
620,aci baehaqie,female,2,16,4.19,72,35
621,acik lana,female,17,288,4.06,5315,510
622,ad hudler,male,5,13,3.41,728,112
623,ad van gils,male,31,1,3.68,324,8
624,ad van liempt,male,35,2,3.73,400,43
625,ada adams,female,3,377,3.97,1209,339
626,ada avery,female,2,2,3.25,4,2
627,ada boni,female,6,0,4.23,120,17
628,ada calhoun,female,7,161,4.07,18586,3108
629,ada leverson,female,22,6,3.52,487,105
630,ada limon,female,16,466,4.3,6160,784
631,ada louise huxtable,female,12,20,3.84,703,84
632,ada maria soto,female,17,178,4.03,3181,742
633,ada palmer,female,13,972,3.98,14063,2413
634,ada scott,female,11,278,3.84,3629,554
635,adachitoka,female,63,325,4.42,50350,1935
636,adair rymer,female,15,186,3.69,2479,506
637,adair sanders,female,9,2,4.09,64,13
638,adair turner,male,6,11,4.01,256,40
639,adalbert stifter,male,212,50,3.74,3070,285
640,adalet ağaoğlu,female,57,100,4.02,3479,210
641,adam adrian crown,male,3,20,4.14,22,6
642,adam aksara,male,13,31,3.77,226,95
643,adam alter,male,6,158,3.74,9188,1199
644,adam b. ulam,male,24,2,4.11,520,54
645,adam bagdasarian,male,2,19,4.15,2462,405
646,adam bahdaj,male,32,9,3.84,1957,26
647,adam baker,male,28,156,3.69,4366,510
648,adam beck,male,3,23,3.97,150,36
649,adam beechen,male,208,6,3.59,8783,759
650,adam benforado,male,1,70,4.0,1419,279
651,adam bertocci,male,28,9,3.92,717,107
652,adam bielecki,male,1,4,4.27,595,24
653,adam blake,male,6,27,3.7,1648,158
654,adam blumer,male,5,129,4.2,380,123
655,adam boostrom,male,1,90,3.85,410,224
656,adam bornstein,male,5,5,3.64,1329,128
657,adam bradley,male,47,9,3.85,1948,233
658,adam braun,male,3,183,4.12,6028,833
659,adam braver,male,13,16,3.47,1010,200
660,adam brent houghtaling,male,1,4,3.48,198,29
661,adam bryant,male,7,7,3.77,807,79
662,adam burakowski,male,4,4,4.35,51,4
663,adam c. blai,male,1,2,4.42,105,19
664,adam cadre,male,1,17,4.37,200,24
665,adam carolla,male,10,189,3.75,18120,1627
666,adam carpenter,male,42,63,3.74,974,209
667,adam cayton-holland,male,1,53,4.12,1115,161
668,adam cesare,male,37,492,3.85,3837,1065
669,adam chamberlain,male,2,3,4.31,62,10
670,adam chester,male,1,1,3.23,308,73
671,adam christopher,male,38,515,3.61,17899,3266
672,adam chromý,male,4,3,3.2,199,55
673,adam clarke,male,2,5,4.01,851,98
674,adam copeland,male,6,30,3.67,85,20
675,adam croft,male,44,386,3.62,23894,2203
676,adam cruise,male,3,0,3.82,22,4
677,adam d. galinsky,male,0,0,3.96,98,6
678,adam d. shprintzen,male,3,2,3.89,19,5
679,adam david russ,male,2,2,4.05,187,28
680,adam decker,male,1,3,3.72,36,6
681,adam dreece,male,20,280,4.08,919,393
682,adam e. morrison,male,2,0,4.3,10,2
683,adam eccles,male,4,9,4.08,258,34
684,adam elenbaas,male,1,5,3.64,106,20
685,adam ellis,male,5,104,4.02,2406,402
686,adam fawer,male,7,338,4.01,19233,574
687,adam fitzgerald,male,17,47,3.6,138,15
688,adam fletcher,male,15,49,3.96,3207,305
689,adam foulds,male,10,65,3.19,3526,562
690,adam fraiel,male,1,2,4.22,9,3
691,adam frank,male,17,86,3.98,1700,201
692,adam freeman,male,55,35,3.93,1552,110
693,adam frost,male,51,2,4.25,236,43
694,adam g. katz,male,51,3,3.64,328,29
695,adam galinsky,male,2,17,3.89,503,61
696,adam gallardo,male,37,39,3.69,3014,356
697,adam garnet jones,male,2,13,3.55,330,90
698,adam georgiev,male,7,1,3.49,95,7
699,adam gidwitz,male,11,913,4.08,47077,7857
700,adam ginsberg,male,6,2,3.46,99,10
701,adam glass,male,162,75,3.92,34572,2497
702,adam glendon sidwell,male,7,243,4.03,728,199
703,adam goodheart,male,3,38,4.03,5709,448
704,adam gopnik,male,78,305,3.85,26096,3011
705,adam gorightly,male,24,21,3.88,425,54
706,adam goucher,male,1,3,3.45,359,38
707,adam green,male,86,1,3.71,350,41
708,adam greenfield,male,1,20,3.83,12,4
709,adam greenwood,male,8,2,3.8,75,18
710,adam grossi,male,1,5,4.78,32,6
711,adam hall,male,56,66,4.03,5962,331
712,adam hamdy,male,15,66,3.88,1317,267
713,adam hamilton,male,207,190,4.14,12198,1520
714,adam hargreaves,male,201,25,3.96,7639,826
715,adam hart-davis,male,71,29,4.15,2162,198
716,adam haslett,male,17,453,3.69,24914,3232
717,adam heine,male,5,19,3.68,244,42
718,adam higginbotham,male,3,200,4.39,17332,2227
719,adam hills,male,1,10,4.18,762,104
720,adam hochschild,male,27,564,4.16,52724,4122
721,adam houge,male,145,79,4.2,10500,1114
722,adam hughes,male,238,41,3.86,39497,3058
723,adam j. jackson,male,20,20,4.17,705,72
724,adam j. kurtz,male,18,202,4.04,1644,185
725,adam j. nicolai,male,7,89,3.88,3580,533
726,adam j. osterkamp,male,1,11,4.16,31,8
727,adam j. wright,male,18,221,4.13,8007,515
728,adam james,male,18,6,3.81,94,24
729,adam jay epstein,male,15,309,4.18,14841,1200
730,adam johnson,male,25,852,4.05,96498,11718
731,adam jones,male,7,4,3.81,54,16
732,adam kay,male,22,1043,4.38,151087,10249
733,adam khoo,male,32,135,4.14,4075,376
734,adam kisiel,male,9,14,3.58,338,6
735,adam kokesh,male,5,20,4.01,252,30
736,adam kotsko,male,21,47,3.91,1154,150
737,adam l. penenberg,male,11,25,3.54,1322,188
738,adam langer,male,10,55,3.62,5291,882
739,adam lashinsky,male,4,27,3.81,7170,339
740,adam lawler,male,7,10,4.29,49,17
741,adam lebor,male,23,46,3.67,1971,287
742,adam lehrhaupt,male,15,84,3.75,5081,984
743,adam leith gollner,male,3,14,3.75,1152,216
744,adam leszczyński,male,10,4,3.85,310,35
745,adam levin,male,9,265,3.92,3533,591
746,adam light,male,19,232,3.82,1194,500
747,adam m. grant,male,5,13911,4.02,53962,3933
748,adam mabry,male,5,19,4.27,313,41
749,adam makos,male,6,358,4.41,21559,2664
750,adam marek,male,24,68,3.83,619,90
751,adam mcomber,male,8,41,3.34,1698,384
752,adam mickiewicz,male,153,101,3.3,19873,225
753,adam millard,male,124,100,4.0,2623,566
754,adam mitzner,male,11,336,3.92,24525,1973
755,adam moon,male,70,17,3.66,1645,70
756,adam myhr,male,8,2,3.57,63,6
757,adam nemett,male,3,8,3.39,543,78
758,adam nevill,male,62,1935,3.63,34063,5098
759,adam nicholls,male,50,85,3.93,8608,692
760,adam nicolson,male,47,99,3.87,5647,954
761,adam oster,male,10,16,3.85,98,38
762,adam p. knave,male,37,19,3.69,838,193
763,adam palmer,male,1,23,4.31,213,46
764,adam parfrey,male,25,79,4.08,6972,562
765,adam parkes,male,4,1,4.0,103,12
766,adam pelzman,male,2,27,3.73,474,105
767,adam perry,male,4,38,4.04,114,30
768,adam perry lang,male,4,2,4.37,408,22
769,adam phillips,male,71,300,3.78,8886,759
770,adam plantinga,male,2,8,4.0,946,130
771,adam pluszka,male,19,24,3.86,476,44
772,adam przechrzta,male,19,29,3.9,1597,85
773,adam przeworski,male,30,15,3.76,358,35
774,adam rapp,male,44,160,3.59,7245,1308
775,adam resnick,male,1,19,3.73,1818,254
776,adam rex,male,64,620,3.95,56293,10515
777,adam rippon,male,2,31,4.23,1204,202
778,adam roberts,male,175,337,3.59,20183,2749
779,adam rogers,male,16,17,3.9,3415,375
780,adam ross,male,11,105,3.29,5721,1123
781,adam ruben,male,2,17,3.85,763,131
782,adam rubin,male,16,251,4.06,23168,3487
783,adam s. mchugh,male,2,109,4.04,2434,438
784,adam savage,male,8,241,4.1,4754,530
785,adam scaife,male,2,1,3.74,19,3
786,adam schell,male,1,19,3.72,730,165
787,adam sexton,male,22,17,3.73,762,132
788,adam shaughnessy,male,4,18,3.82,288,92
789,adam shostack,male,3,13,4.01,222,13
790,adam silvera,male,12,17494,4.04,170304,33109
791,adam sisman,male,12,40,3.9,1317,236
792,adam slater,male,7,32,3.98,700,140
793,adam smiley poswolsky,male,3,26,3.7,522,47
794,adam smith,male,407,1033,3.9,32410,1261
795,adam southward,male,8,35,3.79,4860,438
796,adam spencer,male,17,13,3.9,315,46
797,adam stemple,male,33,28,3.62,5588,860
798,adam stephenson,male,44,1,3.21,101,3
799,adam sternbergh,male,7,301,3.64,12709,1889
800,adam stower,male,81,17,3.95,8966,1435
801,adam szymkowicz,male,14,21,3.59,209,10
802,adam tendler,male,3,16,4.56,27,8
803,adam thirlwell,male,37,54,3.72,5777,800
804,adam tooze,male,8,221,4.32,3819,480
805,adam vine,male,11,86,3.54,738,126
806,adam w. jones,male,2,24,4.16,62,32
807,adam wajrak,male,15,13,4.08,781,61
808,adam wallace,male,74,57,3.66,3376,635
809,adam warren,male,134,96,3.98,9186,834
810,adam webber,male,7,5,3.58,48,7
811,adam wilson,male,7,63,3.58,3061,396
812,adam wiśniewski-snerg,male,15,14,3.65,700,52
813,adam wolfberg,male,1,1,3.71,198,30
814,adam zagajewski,male,70,116,4.23,2551,283
815,adam zameenzad,male,7,11,3.86,166,21
816,adam zamoyski,male,20,152,4.1,4851,516
817,adam-troy castro,male,191,110,3.9,27756,2539
818,adania shibli,female,11,15,3.67,648,129
819,adaobi tricia nwaubani,female,3,126,4.03,3743,664
820,adara o’hare,female,9,54,3.74,2083,311
821,adara wolf,female,12,93,3.89,1355,294
822,addie jo ryleigh,female,4,213,3.98,1468,110
823,addie zierman,female,4,115,3.99,2266,364
824,addison albright,female,39,122,3.75,2142,520
825,addison cain,female,38,3475,3.99,42827,7015
826,addison cole,female,25,1026,4.37,7565,3204
827,addison fox,female,68,299,3.79,6832,862
828,addison kline,female,39,900,4.14,1988,920
829,addison m. conley,female,2,11,4.22,87,19
830,addison quinn,female,2,48,4.14,659,156
831,addison westlake,female,2,18,3.55,449,76
832,addison winters,female,6,41,4.1,89,49
833,addy osmani,male,10,74,3.79,700,64
834,ade jayadireja,female,4,3,3.64,44,14
835,ade kumalasari,female,13,32,3.4,594,70
836,adebe d.a.,female,2,2,4.44,9,4
837,adeena sussman,female,9,12,4.17,21363,989
838,adela cortina,female,34,16,3.8,206,23
839,adela muñoz páez,female,9,7,4.02,148,27
840,adela patesel,female,1,1,2.75,100,10
841,adela rogers st. johns,female,15,5,3.9,195,35
842,adela torres,female,1,41,4.08,153,22
843,adelaida garcía morales,female,14,12,3.64,621,62
844,adelaide anne procter,female,54,9,3.43,1932,267
845,adelaide ivánova,female,6,17,4.25,67,7
846,adelbert von chamisso,male,123,32,3.67,2401,179
847,adele,female,86,85,4.49,118,3
848,adele abbott,female,46,384,4.17,53868,2798
849,adele allaire,female,3,28,3.5,887,126
850,adele ashworth,female,10,216,3.68,6835,527
851,adele broadbent,female,6,25,3.82,136,36
852,adele clee,female,28,224,4.09,13406,1339
853,adele d. richardson,female,131,2,3.66,235,39
854,adele faber,female,57,169,4.24,37518,4238
855,adele griffin,female,39,483,3.51,13738,2914
856,adele huxley,female,42,108,3.95,4205,468
857,adele levine,female,2,11,4.1,817,124
858,adele marie barker,female,6,2,3.44,140,24
859,adele parks,female,39,932,3.71,45382,3834
860,adele revella,female,1,2,3.85,233,27
861,adele vieri castellano,female,19,165,4.27,1660,360
862,adele wiseman,female,9,5,3.71,10174,380
863,adelia saunders,female,1,21,3.47,522,136
864,adelin petrișor,male,6,16,4.08,549,44
865,adeline foo,female,32,18,4.04,1175,108
866,adeline yen mah,female,12,483,3.98,58632,5051
867,adelino cunha,male,6,3,2.93,14,1
868,adell ryan,female,7,60,4.17,819,212
869,adelle stripe,female,7,40,4.28,478,79
870,adelle waldman,female,3,255,3.33,17422,2141
871,adem güneş,male,24,28,3.95,703,47
872,aden lowe,male,26,598,4.3,3625,1142
873,adena halpern,female,6,134,3.45,4092,669
874,aderyn wood,female,9,163,4.12,697,147
875,adharanand finn,male,4,96,3.96,8670,773
876,adhitya mulya,male,18,671,3.79,17324,2557
877,adi alsaid,male,13,1184,3.6,21593,4027
878,adi purnomo,male,2,3,4.12,130,18
879,adi rule,female,3,114,3.71,1530,347
880,adi shankaracharya,male,80,89,4.36,1148,77
881,adian husaini,male,37,86,4.09,1306,173
882,adiar ersti mardisiwi,female,2,28,3.97,38,12
883,adib khorram,male,4,547,4.27,11307,2682
884,adib taherzadeh,male,11,6,4.86,418,13
885,adib zaini,male,14,54,3.71,3371,571
886,adimas immanuel,male,9,75,3.79,689,109
887,adin even-israel steinsaltz,male,193,25,4.27,1676,141
888,adina grigore,female,6,46,3.94,1505,173
889,adina hoffman,female,8,19,4.04,580,127
890,adina rishe gewirtz,female,4,39,3.74,3453,533
891,adina senft,female,16,109,4.22,1500,241
892,adina west,female,24,89,3.87,1416,253
893,adite banerjie,female,7,314,3.87,1207,238
894,aditi chopra,female,27,31,3.57,266,76
895,aditi khorana,female,4,221,3.48,2884,741
896,aditi mukherjee,female,3,13,3.59,153,17
897,aditya kripalani,male,5,80,3.81,218,38
898,aditya r. nighhot,male,3,48,4.01,411,252
899,aditya y. bhargava,male,1,78,4.41,1435,213
900,adiva geffen,female,13,56,4.33,1428,162
901,adnan binyazar,male,34,8,3.99,319,26
902,adnan mahmutovic,male,12,40,3.83,126,69
903,adolf galland,male,13,5,4.1,1246,58
904,adolf hitler,male,195,1106,3.19,32746,3112
905,adolfo bioy casares,male,169,495,3.98,30099,2385
906,adolfo caminha,male,7,6,3.48,446,51
907,adolfo colombres,male,49,6,3.71,126,37
908,adolfo luxúria canibal,male,9,5,3.8,88,6
909,adolphus washington greely,male,47,11,3.83,12,2
910,adonis,male,111,128,4.04,1308,200
911,adora crooks,female,4,34,4.08,794,152
912,adra adlina,female,3,5,3.61,49,5
913,adra young,female,9,63,3.63,40,17
914,adri g.m.,female,8,237,4.53,1269,264
915,adria f. klein,female,75,2,3.49,797,104
916,adria j. cimino,female,7,97,3.69,850,212
917,adriaan roland holst,male,17,3,3.73,124,12
918,adriaan van dis,male,67,91,3.39,8308,546
919,adrian barnes,male,2,177,3.38,7966,966
920,adrian bejan,male,28,41,3.72,502,73
921,adrian cole,male,100,14,4.34,15305,336
922,adrian colesberry,male,3,41,3.92,196,49
923,adrian conan doyle,male,32,30,4.41,71608,230
924,adrian d'hagé,male,6,13,3.37,576,78
925,adrian deans,male,5,17,4.17,93,34
926,adrian del valle,male,17,6,3.52,1248,98
927,adrian fogelin,female,14,13,3.86,1309,220
928,adrian fort,male,3,3,3.55,238,47
929,adrian frutiger,male,22,5,4.1,285,20
930,adrian furnham,male,91,12,3.47,859,74
931,adrian g. hilder,male,5,75,3.9,153,66
932,adrian geiger,male,25,2,3.14,7,3
933,adrian geoffrey gilbert,male,18,19,3.82,1935,101
934,adrian goldsworthy,male,32,592,4.15,21592,1488
935,adrian gostick,male,19,14,3.71,2461,300
936,adrian greaves,male,19,5,3.88,243,27
937,adrian harte,male,1,9,4.41,206,40
938,adrian havill,male,8,4,3.5,475,65
939,adrian henriquez,male,8,6,4.24,447,31
940,adrian howell,male,5,39,4.12,2364,219
941,adrian hyland,male,3,29,3.91,1132,258
942,adrian j. desmond,male,11,8,4.16,1030,104
943,adrian j. slywotzky,male,16,28,3.93,1362,110
944,adrian j. smith,male,3,18,4.34,773,112
945,adrian j. walker,male,11,272,3.84,12414,1488
946,adrian johns,male,8,8,3.84,393,55
947,adrian johnston,male,24,21,3.94,285,20
948,adrian levy,male,7,30,4.1,3216,437
949,adrian magson,male,37,56,4.05,3200,389
950,adrian martin,male,40,15,4.05,1852,108
951,adrian mckinty,male,36,1761,3.95,73799,10197
952,adrian mitchell,male,114,6,4.04,5720,308
953,adrian nicole leblanc,female,3,123,4.25,11286,1441
954,adrian phoenix,female,11,917,3.82,14715,1304
955,adrian plass,male,99,78,4.08,3879,412
956,adrian predrag kezele,male,33,9,4.16,265,15
957,adrian păunescu,male,32,19,3.94,521,23
958,adrian r. hale,female,3,84,4.16,243,96
959,adrian rogers,male,73,30,4.33,1028,96
960,adrian schiop,male,5,42,3.83,899,65
961,adrian shirk,female,2,10,3.75,130,31
962,adrian staccato,male,2,6,2.67,55,27
963,adrian stone,male,17,38,3.75,745,91
964,adrian tchaikovsky,male,109,3849,4.13,106062,10232
965,adrian tinniswood,male,26,42,3.59,2058,354
966,adrian todd webb,male,5,2,3.68,40,6
967,adrian tomine,male,42,745,3.86,55350,3882
968,adrian weale,male,12,5,3.75,702,77
969,adrian wills,male,6,18,3.83,984,79
970,adrian wojnarowski,male,4,8,4.28,2464,96
971,adrian wolfe,female,2,14,4.04,195,91
972,adriana anders,female,14,369,3.79,5040,1292
973,adriana bellini,female,1,19,4.03,884,46
974,adriana calcanhotto,female,5,6,3.83,99,5
975,adriana cavarero,female,18,35,4.04,278,15
976,adriana e. ramírez,female,2,9,3.89,87,9
977,adriana falcão,female,18,15,4.05,837,60
978,adriana hartwig,female,8,13,4.02,169,36
979,adriana herrera,female,8,159,4.1,2246,856
980,adriana hunter,female,150,495,3.67,16225,1538
981,adriana koulias,female,13,36,3.47,835,80
982,adriana law,female,12,202,3.6,2815,381
983,adriana lisboa,female,46,58,3.85,1698,253
984,adriana locke,female,37,8982,4.23,104664,14098
985,adriana macháčová,female,16,5,3.19,94,21
986,adriana mather,female,4,1696,4.11,19622,3690
987,adriana noir,female,7,397,3.69,7088,731
988,adriana paramo,female,5,12,4.31,153,39
989,adriana ryan,female,4,75,3.46,979,122
990,adriana trigiani,female,43,4309,3.86,262730,25438
991,adriane boyd,female,3,68,3.25,205,47
992,adriane leigh,female,39,2127,3.84,21748,2797
993,adrianne ambrose,female,18,55,3.7,626,165
994,adrianne brennan,female,13,133,3.71,315,44
995,adrianne brooks,female,12,90,3.64,4119,242
996,adrianne byrd,female,58,256,4.3,11263,793
997,adrianne harun,female,5,18,3.26,1068,215
998,adrianne holt,female,13,12,3.64,107,11
999,adrianne lee,female,35,97,3.76,2562,525
1000,adrianne strickland,female,6,359,3.78,2428,646
1001,adriano corrales arias,male,5,3,3.82,11,3
1002,adriano prosperi,male,49,4,3.85,177,16
1003,adriano silva,male,37,3,3.66,47,7
1004,adriano sofri,male,37,6,3.93,609,96
1005,adrien bosc,male,2,13,3.19,587,98
1006,adrien-luc sanders,male,2,28,3.89,221,85
1007,adrienna turner,female,17,201,4.28,98,49
1008,adrienne adams,female,57,14,3.94,1407,315
1009,adrienne bell,female,23,172,3.91,9617,901
1010,adrienne brodeur,female,6,155,4.0,13731,1744
1011,adrienne celt,female,9,107,3.43,1613,314
1012,adrienne dewolfe,female,14,104,3.82,1312,135
1013,adrienne dillard,female,3,49,4.04,1261,126
1014,adrienne frances,female,3,127,3.99,1742,239
1015,adrienne giordano,female,80,421,4.1,12015,2459
1016,adrienne gordon,female,16,3,3.6,57,5
1017,adrienne harrison,female,1,5,3.68,65,14
1018,adrienne jones,female,21,1,3.87,234,44
1019,adrienne kama,female,10,11,3.97,179,19
1020,adrienne kane,female,4,2,3.69,277,53
1021,adrienne kress,female,19,389,4.01,21681,2486
1022,adrienne lacava,female,1,5,3.63,153,23
1023,adrienne maria vrettos,female,6,116,3.56,7638,819
1024,adrienne martini,female,6,29,3.49,1426,338
1025,adrienne mason,female,40,11,4.02,383,75
1026,adrienne mayor,female,12,138,3.97,3774,559
1027,adrienne mcdonnell,female,1,31,3.33,1593,283
1028,adrienne quintana,female,7,136,4.22,248,111
1029,adrienne rich,female,105,878,4.21,28251,1548
1030,adrienne sharp,female,4,60,3.5,2009,317
1031,adrienne thompson,female,36,204,4.37,2829,543
1032,adrienne von speyr,female,43,25,4.26,259,26
1033,adrienne woods,female,26,1236,4.14,28810,2295
1034,adrián paenza,male,20,28,3.95,1012,56
1035,adsgdfg sdfg dsf,male,1,1,4.17,24,0
1036,adurthi subba rao,male,59,6,4.41,2059,76
1037,advaita kala,female,2,61,3.17,3731,236
1038,adwa aldakheel,female,1,138,3.79,140,10
1039,adyashanti,male,59,358,4.39,6893,434
1040,adão iturrusgarai,male,56,7,3.38,185,12
1041,adèle geras,female,153,102,3.65,10640,1150
1042,adèle lang,female,6,0,3.59,13968,340
1043,adélaïde de clermont-tonnerre,female,4,21,3.63,1107,170
1044,adélia prado,female,36,50,4.05,1306,92
1045,adília lopes,female,34,51,4.0,679,64
1046,aedan sayla,male,23,13,3.94,112,40
1047,aeham ahmad,male,1,14,4.26,718,126
1048,aemilia lanyer,female,5,11,3.66,328,34
1049,aerosmith,male,36,10,4.02,3530,132
1050,aeschylus,male,245,626,3.97,85214,3101
