,author,sex,work_count,fan_count,author_avg_rating,author_rating_count,author_review_count
53209,maria augusta von trapp,female,13,56,3.95,12673,860
53210,maria barrett,female,13,5,3.45,258,27
53211,maria bello,female,2,17,3.47,876,159
53212,maria bellonci,female,27,18,3.79,2388,178
53213,maria bernard,female,16,63,4.33,345,103
53214,maria boonzaaijer,female,5,5,3.79,391,56
53215,maria bustillos,female,5,37,3.62,395,51
53216,maria c. trujillo,female,1,18,4.16,37,12
53217,maria coffey,female,16,6,3.85,1030,138
53218,maria d. laso,female,3,1,3.77,94,25
53219,maria dahvana headley,female,72,1245,3.67,42689,8134
53220,maria daniela raineri,female,4,2,2.96,228,23
53221,maria de la pau janer,female,22,5,3.13,318,22
53222,maria dismondy,female,10,106,4.2,2116,314
53223,maria do rosário pedreira,female,60,12,3.42,2119,68
53224,maria duffy,female,10,52,3.87,1964,171
53225,maria dzielska,female,5,5,3.64,321,50
53226,maria dąbrowska,female,49,6,3.92,834,17
53227,maria e. andreu,female,3,55,3.94,840,220
53228,maria e. monteiro,female,5,84,3.79,654,66
53229,maria edgeworth,female,275,123,3.49,9719,614
53230,maria elena sandovici,female,7,47,3.89,178,43
53231,maria elizabeth romana,female,14,9,3.98,621,25
53232,maria emmerich,female,50,131,4.15,3770,321
53233,maria eriksson,female,1,4,3.25,118,16
53234,maria ernestam,female,20,9,3.4,1285,133
53235,maria farrer,female,10,7,3.72,387,60
53236,maria faustyna kowalska,female,15,57,4.56,4122,166
53237,maria fernanda heredia,female,32,86,4.06,3351,336
53238,maria filomena mónica,female,57,23,3.7,697,73
53239,maria finn,female,6,11,3.46,326,84
53240,maria fleming,female,130,3,3.97,877,69
53241,maria flook,female,16,9,3.45,1096,131
53242,maria g. cope,female,3,78,4.08,881,98
53243,maria genova,female,14,9,3.48,645,117
53244,maria geraci,female,24,406,4.07,4424,939
53245,maria gerhardt,female,5,14,3.96,1502,102
53246,maria goodavage,female,14,36,4.08,3346,554
53247,maria grace,female,67,137,3.97,5180,969
53248,maria grazia swan,female,33,188,4.06,2234,553
53249,maria gripe,female,49,136,3.89,11191,494
53250,maria hammerstrøm,female,2,12,4.22,9,0
53251,maria haskins,female,35,99,4.18,347,146
53252,maria helena ventura,female,9,3,3.11,177,30
53253,maria helleberg,female,75,27,3.42,1072,74
53254,maria hilda pinon,female,2,0,4.0,5,2
53255,maria hirse,female,9,1,3.42,212,15
53256,maria hoagland,female,23,38,4.26,1135,273
53257,maria holmes,female,10,3,3.62,510,14
53258,maria isabel pita,female,61,34,3.57,555,79
53259,maria janion,female,26,21,3.98,473,29
53260,maria johnsen,female,17,37,4.77,243,48
53261,maria johnson,female,2,6,4.5,12,9
53262,maria josé dupré,female,14,18,3.96,2191,71
53263,maria josé silveira,female,29,11,3.9,284,44
53264,maria jotuni,female,36,2,3.43,756,58
53265,maria joão lopo de carvalho,female,43,28,3.68,940,112
53266,maria judite de carvalho,female,29,16,4.08,462,89
53267,maria kennedy,female,3,20,3.81,37,21
53268,maria kernahan,female,22,9,4.36,80,16
53269,maria konnikova,female,8,338,3.58,8939,971
53270,maria konopnicka,female,80,4,3.04,3456,56
53271,maria kownacka,female,25,3,3.46,1969,25
53272,maria krüger,female,13,7,3.68,3736,30
53273,maria kuncewiczowa,female,21,6,3.53,1168,21
53274,maria la serra,female,7,208,3.84,229,173
53275,maria lang,female,56,32,3.3,3314,165
53276,maria laurino,female,3,14,3.87,224,26
53277,maria lewis,female,8,245,4.07,1258,401
53278,maria liberati,female,35,6,3.38,8,2
53279,maria lima,female,12,117,3.77,3381,283
53280,maria luis,female,25,1666,4.25,21507,3415
53281,maria luisa b. aguilar-cariño,female,5,4,3.95,80,4
53282,maria macdonald,female,18,306,4.49,1298,793
53283,maria malonzo,female,5,13,4.21,57,23
53284,maria martinez,female,10,889,4.08,9207,1796
53285,maria matios,female,22,22,4.05,1300,51
53286,maria mazziotti gillan,female,19,18,4.05,515,45
53287,maria mccann,female,6,124,3.79,5767,836
53288,maria mcfarland sánchez-moreno,female,1,5,4.14,164,27
53289,maria mckenzie,female,6,73,4.14,654,72
53290,maria menounos,female,3,29,3.65,1774,170
53291,maria monk,female,19,1,3.04,94,16
53292,maria monroe,female,17,119,4.11,2129,736
53293,maria montessori,female,98,398,4.13,6908,458
53294,maria morera johnson,female,4,13,3.83,454,83
53295,maria mosterd,female,3,4,2.41,1116,81
53296,maria murnane,female,9,318,3.8,15724,1206
53297,maria n. todorova,female,12,16,4.1,367,21
53298,maria navarro skaranger,female,5,7,3.66,575,40
53299,maria nikolajeva,female,27,11,3.92,310,46
53300,maria nurowska,female,50,16,3.62,1246,40
53301,maria p. aristigueta,female,6,0,3.58,93,5
53302,maria padian,female,7,117,3.87,3263,846
53303,maria parloa,female,33,0,3.43,256,11
53304,maria parr,female,7,107,4.41,3719,598
53305,maria perosino,female,4,2,3.14,394,50
53306,maria perry,female,13,11,3.93,2654,85
53307,maria polushkin robbins,female,30,0,3.98,485,95
53308,maria rachel hooley,female,42,248,3.7,5971,413
53309,maria rita kehl,female,23,9,4.26,163,13
53310,maria riva,female,3,8,3.9,1327,147
53311,maria rodale,female,12,4,3.99,949,136
53312,maria rodziewiczówna,female,44,8,3.77,857,27
53313,maria ross,female,9,20,3.99,541,76
53314,maria savva,female,31,512,4.17,755,337
53315,maria sebregondi,female,7,0,3.72,25,4
53316,maria sharapova,female,2,67,4.0,2408,338
53317,maria shriver,female,27,182,3.96,7942,1135
53318,maria stahlie,female,14,3,3.25,170,18
53319,maria stoian,female,5,39,4.29,1115,251
53320,maria strani-potts,female,3,4,3.83,24,10
53321,maria susanna cummins,female,13,3,4.07,912,77
53322,maria sveland,female,15,32,3.49,2907,182
53323,maria t. accardi,female,3,5,4.12,194,33
53324,maria t. bailey,female,6,0,3.85,13,4
53325,maria t. lennon,female,2,12,3.91,342,65
53326,maria tatar,female,37,160,4.25,14548,924
53327,maria teresa horta,female,49,49,3.86,754,166
53328,maria teresa lopes pereira,female,4,0,4.0,2,0
53329,maria teresa maia gonzalez,female,102,83,3.57,10914,261
53330,maria testa,female,9,6,3.68,526,115
53331,maria thermann,female,8,12,4.6,10,7
53332,maria tumarkin,female,8,40,4.08,821,132
53333,maria turtschaninoff,female,11,148,3.88,5476,915
53334,maria tzoutzopoulou,female,7,85,4.91,67,34
53335,maria v. ciletti,female,10,99,3.71,303,67
53336,maria v. snyder,female,59,15951,4.04,500120,38515
53337,maria vaara,female,9,0,3.64,42,3
53338,maria vale,female,4,264,3.75,2249,551
53339,maria valtorta,female,75,13,4.66,321,40
53340,maria valéria rezende,female,25,29,3.91,930,121
53341,maria van lieshout,female,18,20,3.7,2083,481
53342,maria àngels anglada,female,23,14,3.63,3970,503
53343,"maria, regina romaniei",female,25,14,4.47,730,65
53344,mariah carey,female,39,28,3.65,263,74
53345,mariah cole,female,3,373,4.03,1785,272
53346,mariah dietz,female,17,805,4.12,9349,2124
53347,mariah evans,female,40,55,3.99,1418,403
53348,mariah fredericks,female,16,196,3.57,6441,1198
53349,mariah huehner,female,59,35,3.82,5600,530
53350,mariah kingsley,female,7,23,4.26,142,77
53351,mariah marsden,female,1,32,4.31,4477,962
53352,mariah stewart,female,59,758,4.04,60126,3931
53353,mariahadessa ekere tallie,female,8,6,4.33,184,39
53354,mariale hardiman,female,3,2,4.25,57,6
53355,marialyss mckinley,female,1,0,4.33,3,2
53356,mariam bekauri,female,7,8,3.59,182,37
53357,mariam khan,female,1,37,4.32,1173,213
53358,mariam petrosyan,female,5,160,4.21,5667,646
53359,mariama bâ,female,7,129,3.92,7047,621
53360,mariama j. lockington,female,3,75,4.33,700,208
53361,marian babson,female,51,63,3.4,4155,556
53362,marian broderick,female,18,1,4.14,607,46
53363,marian cockrell,female,9,9,4.39,903,136
53364,marian coman,male,64,188,4.31,1824,156
53365,marian d. schwartz,female,11,14,3.56,593,95
53366,marian davies,female,4,0,3.89,19,0
53367,marian golka,male,9,2,2.69,13,0
53368,marian green,female,28,40,3.9,1852,83
53369,marian griffin,female,6,1,3.96,28,3
53370,marian herrera,female,4,88,4.0,402,32
53371,marian hoefnagel,female,40,1,3.35,134,16
53372,marian izaguirre,female,13,28,3.75,897,130
53373,marian keyes,female,56,6810,3.79,575770,20152
53374,marian mcbride,female,2,2,3.23,166,21
53375,marian mudder,female,9,4,3.01,194,27
53376,marian palaia,female,1,37,3.59,567,137
53377,marian palmer,female,2,7,3.67,119,27
53378,marian pankowski,male,23,3,3.21,98,4
53379,marian r. york,female,3,26,4.18,33,11
53380,marian singer,female,11,8,3.88,494,35
53381,marian snowe,female,20,66,3.94,2367,303
53382,marian stamp dawkins,female,10,8,3.97,706,41
53383,marian t. place,female,20,2,3.99,191,35
53384,marian tee,female,151,1726,3.83,55554,4723
53385,marian vere,female,1,14,3.85,244,47
53386,mariana alcoforado,female,6,8,3.58,513,53
53387,mariana dimópulos,female,12,10,3.66,223,51
53388,mariana enríquez,female,48,1003,4.02,13101,2486
53389,mariana gabrielle,female,7,56,4.32,161,64
53390,mariana leky,female,5,69,4.2,4172,498
53391,mariana mazzucato,female,14,276,4.02,2402,300
53392,mariana salomão carrara,female,3,6,4.3,250,32
53393,mariana thorn,female,18,65,4.16,545,119
53394,mariana zapata,female,10,15801,4.2,281334,28590
53395,mariane pearl,female,4,13,4.08,2690,344
53396,mariane reign,female,9,52,4.32,687,15
53397,marianna albert,female,3,8,3.92,13,1
53398,marianna baer,female,3,128,3.38,2509,476
53399,marianna coppo,female,9,16,3.91,2559,442
53400,marianna heusler,female,15,22,3.45,88,30
53401,marianna mayer,female,48,54,4.29,15386,744
53402,marianne aleck,female,1,13,4.57,14,5
53403,marianne berkes,female,23,11,4.0,1958,446
53404,marianne busser,female,191,2,4.01,369,78
53405,marianne cedervall,female,12,14,3.39,1200,121
53406,marianne clementine håheim,female,2,8,4.08,61,13
53407,marianne curley,female,8,1124,4.01,31603,2043
53408,marianne de pierres,female,30,474,3.69,5969,1051
53409,marianne delacourt,female,5,89,4.06,3186,295
53410,marianne diaz,female,4,87,3.93,57,12
53411,marianne dubuc,female,29,82,4.02,5184,1246
53412,marianne elliott,female,15,64,4.15,295,51
53413,marianne ellis,female,2,5,4.15,162,31
53414,marianne evans,female,45,73,4.33,1203,316
53415,marianne faithfull,female,10,26,3.92,2780,197
53416,marianne fredriksson,female,27,144,3.67,12127,885
53417,marianne fritz,female,5,27,3.93,442,69
53418,marianne hoogstraaten,female,13,5,3.42,736,98
53419,marianne j. legato,female,14,6,3.51,326,50
53420,marianne jones,female,4,20,3.77,280,77
53421,marianne jordan,female,2,14,4.45,425,115
53422,marianne k. martin,female,13,48,3.83,1375,98
53423,marianne katoppo,female,11,8,3.78,466,92
53424,marianne kavanagh,female,4,44,3.08,1183,271
53425,marianne kirby,female,3,35,4.01,889,126
53426,marianne knightly,female,31,119,4.04,3253,229
53427,marianne lacroix,female,35,40,3.2,835,80
53428,marianne leone,female,4,37,4.15,412,86
53429,marianne mitchell,female,42,5,3.77,160,36
53430,marianne monson,female,9,85,3.8,2390,687
53431,marianne moore,female,95,114,3.99,7337,528
53432,marianne morea,female,55,257,4.12,3664,627
53433,marianne petit,female,7,101,3.65,49,9
53434,marianne power,female,2,34,3.91,3282,448
53435,marianne rice,female,22,225,4.3,1202,453
53436,marianne schnall,female,5,8,3.82,327,54
53437,marianne sciucco,female,12,59,4.33,393,147
53438,marianne spitzer,female,39,31,4.44,2318,405
53439,marianne stephens,female,25,9,3.47,951,124
53440,marianne sturman,female,7,1,3.74,90,12
53441,marianne thamm,female,13,6,4.0,1166,143
53442,marianne thieme,female,7,8,4.01,215,25
53443,marianne villanueva,female,9,9,3.93,938,102
53444,marianne wesson,female,7,3,3.41,227,45
53445,marianne wiggins,female,12,58,3.84,4323,836
53446,marianne williamson,female,201,1641,4.22,52749,2806
53447,marianne willman,female,29,5,3.88,12018,272
53448,mariano azuela,male,43,41,3.64,6930,435
53449,mariano josé de larra,male,143,19,3.78,879,50
53450,mariano moreno,male,20,2,3.48,33,1
53451,mariano rivera,male,8,12,3.98,2299,368
53452,mariano sigman,male,9,19,4.02,960,118
53453,mariapia veladiano,female,11,9,3.42,532,84
53454,mariarosa dalla costa,female,11,10,4.18,128,13
53455,mariatu kamara,female,1,25,3.94,3147,461
53456,maribeth boelts,female,65,24,4.24,5127,1236
53457,maricar dizon,female,80,141,4.34,1087,57
53458,maricla pannocchia,female,3,20,4.26,61,48
53459,marida lombardo pijola,female,4,1,2.84,80,12
53460,marie a. norfleet,female,5,34,4.42,143,26
53461,marie andreas,female,19,194,4.21,4509,529
53462,marie anne cope,female,5,45,4.24,62,28
53463,marie antoinette czaplicka,female,7,1,4.37,30,4
53464,marie aquilino,female,1,0,3.77,22,1
53465,marie arana,female,12,49,3.83,3639,601
53466,marie astor,female,13,234,3.64,11297,1092
53467,marie bashkirtseff,female,30,13,4.03,143,18
53468,marie belloc lowndes,female,125,33,3.66,2770,376
53469,marie bilodeau,female,25,50,4.14,665,142
53470,marie bostwick,female,27,764,4.0,27937,3526
53471,marie brennan,female,131,2164,3.95,58112,8091
53472,marie browne,female,5,35,4.1,2075,112
53473,marie calloway,female,1,75,3.54,844,119
53474,marie cardinal,female,26,16,3.79,1077,84
53475,marie carnay,female,52,136,3.97,7495,704
53476,marie chapian,female,52,35,4.15,1897,253
53477,marie chow,female,9,9,3.82,324,66
53478,marie cole,female,19,47,3.65,1132,185
53479,marie corelli,female,134,114,3.89,2256,288
53480,marie coulson,female,7,823,3.99,10434,1051
53481,marie curie,female,32,142,4.25,204,32
53482,marie d. jones,female,44,54,3.68,821,139
53483,marie darrieussecq,female,52,119,3.45,4046,536
53484,marie de france,female,55,38,3.84,7716,367
53485,marie de rabutin-chantal de sévigné,female,115,26,3.72,477,50
53486,marie doležalová,female,3,6,3.94,565,87
53487,marie drake,female,5,105,4.18,190,97
53488,marie dry,female,18,99,3.76,2049,214
53489,marie f. martin,female,5,27,3.88,4072,410
53490,marie f. mongan,female,3,11,3.75,4647,730
53491,marie ferrarella,female,786,229,3.81,15562,1509
53492,marie force,female,141,6832,4.29,305941,22751
53493,marie fostino,female,10,89,4.46,259,204
53494,marie gevers,female,10,1,3.26,39,8
53495,marie gray,female,44,15,3.62,553,52
53496,marie graßhoff,female,13,257,4.36,809,264
53497,marie grønborg aubert,female,2,45,3.92,2039,141
53498,marie hall,female,44,2054,4.46,47904,4375
53499,marie hall ets,female,24,8,3.74,2715,410
53500,marie harte,female,156,1730,3.81,57732,5217
53501,marie hermanson,female,18,44,3.44,3191,291
53502,marie higgins,female,112,209,3.92,7120,1400
53503,marie iannotti,female,7,0,4.01,162,45
53504,marie j.s. phillips,female,8,32,4.27,51,16
53505,marie jalowicz simon,female,2,6,3.75,1687,202
53506,marie james,female,41,2045,4.32,24802,6152
53507,marie javins,female,60,4,3.94,990,140
53508,marie johnston,female,50,436,4.01,6537,892
53509,marie killilea,female,8,26,4.19,2412,184
53510,marie kiraly,female,3,11,3.57,1264,94
53511,marie laberge,female,32,76,4.04,6278,239
53512,marie lamba,female,6,96,3.74,1174,255
53513,marie landry,female,14,783,3.85,1045,408
53514,marie lanza,female,14,8,3.94,201,22
53515,marie lopez,female,5,19,2.78,658,81
53516,marie louise fischer,female,204,10,3.44,787,29
53517,marie louise von wallersee-larisch,female,3,2,3.47,30,7
53518,marie lu,female,38,113226,4.18,1130730,117979
53519,marie macpherson,female,4,54,4.4,91,54
53520,marie madigan,female,7,5,4.3,69,7
53521,marie manilla,female,4,47,3.95,842,168
53522,marie marquardt,female,4,142,3.94,2641,667
53523,marie mason,female,35,201,3.95,9833,1364
53524,marie mcginn,female,6,5,3.88,123,11
53525,marie mcswigan,female,11,12,3.98,5892,591
53526,marie meyer,female,5,200,3.69,1250,241
53527,marie moore,female,5,11,3.78,99,37
53528,marie mutsuki mockett,female,4,40,3.88,1118,223
53529,marie myung-ok lee,female,7,52,3.69,3124,395
53530,marie myung-ok lee (marie g. lee),female,9,14,3.7,574,88
53531,marie ndiaye,female,37,181,3.29,4329,668
53532,marie nimier,female,26,16,3.31,310,40
53533,marie o'regan,female,36,13,3.94,2652,362
53534,marie of saint peter,female,226,6,4.39,90,4
53535,marie osmond,female,8,19,3.78,2551,355
53536,marie pasinski,female,2,0,3.88,138,25
53537,marie phillips,female,8,193,3.43,15476,2543
53538,marie rochelle,female,79,178,3.7,7009,307
53539,marie rutkoski,female,22,7287,4.08,198848,28110
53540,marie savage,female,11,335,4.57,337,196
53541,marie sellier,female,60,2,3.91,276,73
53542,marie sexton,female,52,1985,3.95,59839,7967
53543,marie silk,female,9,393,3.9,5018,498
53544,marie simmons,female,24,6,3.79,577,71
53545,marie tillman,female,1,13,3.94,860,104
53546,marie tourell søderberg,female,21,10,3.48,2342,288
53547,marie treanor,female,93,206,3.79,3386,592
53548,marie tuhart,female,37,303,3.92,1590,642
53549,marie under,female,43,4,4.0,205,7
53550,marie vareille,female,16,114,4.02,2164,469
53551,marie vassiltchikov,female,1,9,4.08,1264,99
53552,marie vieux-chauvet,female,8,23,3.92,553,73
53553,marie von ebner-eschenbach,female,128,25,3.69,501,41
53554,marie wallin,female,21,3,4.17,82,8
53555,marie wilson,female,1,17,3.46,94,22
53556,marie york,female,27,88,3.59,1538,220
53557,marie étienne,female,9,1,3.84,536,43
53558,marie-aude murail,female,108,182,4.04,10295,860
53559,marie-bernadette dupuy,female,93,18,4.19,1440,96
53560,marie-claire blais,female,69,30,3.49,1670,171
53561,marie-france hirigoyen,female,13,16,4.0,601,79
53562,marie-hélène lafon,female,16,12,3.44,305,45
53563,marie-josé mondzain,female,15,3,3.58,45,2
53564,marie-louise fitzpatrick,female,25,22,3.69,1141,267
53565,marie-louise gay,female,107,48,3.84,6652,1092
53566,marie-louise jensen,female,14,120,3.94,3301,294
53567,marie-louise rønning,female,5,28,4.01,83,21
53568,marie-louise sjoestedt,female,1,1,3.91,308,24
53569,marie-louise von franz,female,81,316,4.22,23139,897
53570,marie-luise kreuter,female,12,0,4.24,38,4
53571,marie-monique robin,female,9,24,4.18,1100,131
53572,marie-morgane le moël,female,4,2,3.2,88,15
53573,marie-nicole ryan,female,26,24,3.78,356,57
53574,marie-renée lavoie,female,13,50,3.75,1947,294
53575,marie-sabine roger,female,42,21,3.79,2232,330
53576,marie-thérèse browne,female,2,32,3.79,212,63
53577,marieke lucas rijneveld,female,7,94,3.45,2729,418
53578,marieke nijkamp,female,13,1221,3.65,62943,10781
53579,marieke poelmann,female,1,2,4.13,168,26
53580,marieke van der pol,female,2,3,3.74,508,60
53581,mariel hemingway,female,17,19,3.75,2577,299
53582,mariel ruggieri,female,24,116,4.01,2027,275
53583,mariela ghenadenik,female,3,1,3.0,15,2
53584,marien dore,female,2,60,3.73,284,27
53585,marietta d. moskin,female,15,4,3.93,350,43
53586,mariette lindstein,female,8,56,3.66,3160,410
53587,marigold hunt,female,6,1,4.34,127,12
53588,marija gimbutas,female,31,75,4.24,1781,95
53589,marija jovanović,female,5,27,3.89,1313,34
53590,marija jurić zagorka,female,71,244,4.45,11805,229
53591,marije tolman,female,38,2,3.86,1057,250
53592,marijke höweler,female,14,0,3.03,73,10
53593,marijke schermer,male,4,15,3.71,789,135
53594,marijke vos,female,12,41,3.6,641,113
53595,marijo moore,female,28,17,4.2,493,43
53596,marijon braden,female,5,26,3.65,333,77
53597,marika christian,female,1,54,3.63,2475,336
53598,marika cobbold,female,9,25,3.42,1363,209
53599,marika gallman,female,23,56,3.96,1112,189
53600,marika mccoola,female,2,24,3.88,5951,751
53601,marika seigel,female,3,0,4.44,9,3
53602,mariko koike,female,15,38,3.27,2267,457
53603,mariko tamaki,female,134,1064,3.78,101490,12986
53604,marilee brothers,female,11,175,3.77,1762,385
53605,marilee g. adams,female,6,14,3.89,1804,225
53606,marilee sprenger,female,15,0,3.85,355,47
53607,marilena chauí,female,47,15,3.78,329,21
53608,marilu henner,female,13,18,3.53,1038,143
53609,marilyn almodóvar,female,3,109,3.93,167,56
53610,marilyn b. skinner,female,13,3,4.18,168,28
53611,marilyn b. young,female,24,6,4.02,917,64
53612,marilyn baron,female,29,355,4.05,348,134
53613,marilyn bowering,female,26,8,3.69,218,31
53614,marilyn brant,female,32,405,3.63,5620,1168
53615,marilyn bunderson,female,1,25,3.6,381,106
53616,marilyn campbell,female,36,23,3.82,1250,159
53617,marilyn chandler mcentyre,female,19,26,4.29,650,115
53618,marilyn cochran-smith,female,18,0,4.06,80,12
53619,marilyn cohen de villiers,female,3,10,3.93,130,49
53620,marilyn conner miles,female,17,17,3.78,171,53
53621,marilyn d. mcshane,female,19,1,4.02,65,5
53622,marilyn diamond,female,28,4,3.8,2694,162
53623,marilyn e. gootman,female,7,0,3.43,83,19
53624,marilyn foxworthy,female,18,137,4.34,2550,198
53625,marilyn french,female,39,170,3.85,11703,979
53626,marilyn frye,female,7,20,4.15,424,21
53627,marilyn gordon,female,13,12,3.84,104,21
53628,marilyn grey,female,16,235,3.87,2959,567
53629,marilyn hacker,female,71,54,3.99,2039,212
53630,marilyn haddrill,female,5,1,3.25,153,23
53631,marilyn harris,female,27,53,3.91,2463,304
53632,marilyn herbert,female,83,26,4.19,1889,253
53633,marilyn j. bardsley,female,23,9,3.51,2073,166
53634,marilyn j. sorensen,female,6,0,3.92,169,13
53635,marilyn johnson,female,6,93,3.47,7626,1640
53636,marilyn kaye,female,138,359,3.69,28590,1326
53637,marilyn kelly,female,12,11,3.82,94,9
53638,marilyn l. rice,female,8,3,4.17,18,5
53639,marilyn lake,female,17,1,3.85,192,37
53640,marilyn lakewood,female,7,54,4.34,355,140
53641,marilyn lee,female,148,194,3.64,8252,322
53642,marilyn mandala schlitz,female,2,4,4.0,235,21
53643,marilyn manson,male,19,520,3.9,25538,1298
53644,marilyn meberg,female,57,23,3.92,1149,115
53645,marilyn monroe,female,23,6207,4.12,7008,713
53646,marilyn oser,female,5,20,3.6,83,48
53647,marilyn pappano,female,155,113,3.82,10821,1307
53648,marilyn peake,female,46,1986,3.97,2072,656
53649,marilyn r. gardner,female,4,13,4.17,196,46
53650,marilyn reynolds,female,17,51,4.09,1597,189
53651,marilyn ross,male,119,31,3.81,2526,341
53652,marilyn sachs,female,45,23,3.62,3275,438
53653,marilyn sadler,female,51,27,4.14,8199,623
53654,marilyn scott-waters,female,9,254,3.84,247,62
53655,marilyn shank,female,8,12,3.64,1950,147
53656,marilyn singer,female,135,74,3.91,12901,2848
53657,marilyn sue shank,female,2,15,4.03,635,129
53658,marilyn taylor,female,38,0,3.95,203,24
53659,marilyn todd,female,68,31,3.78,1581,231
53660,marilyn turk,female,15,23,4.3,463,226
53661,marilyn vos savant,female,23,47,3.69,488,48
53662,marilyn wann,female,6,21,4.12,1284,128
53663,marilyn wedge,female,4,12,3.78,273,55
53664,marilyn yalom,female,20,98,3.75,3407,452
53665,marilyn z. tomlins,female,3,2,3.76,87,17
53666,marilynn brass,female,4,27,4.16,292,34
53667,marilynn griffith,female,13,24,3.92,982,91
53668,marilynn hughes,female,167,1,3.92,85,12
53669,marilynne k. roach,female,10,30,3.57,1376,236
53670,marilynne robinson,female,27,3217,3.87,169157,23329
53671,marilù monda,female,2,1,3.18,49,13
53672,marilù oliva,female,18,18,3.57,389,90
53673,marimo ragawa,female,86,19,4.05,2161,141
53674,marin držić,male,24,10,3.06,2668,41
53675,marin mălaicu-hondrari,male,33,33,3.97,1501,130
53676,marin preda,male,36,240,3.99,22619,313
53677,marin sardy,female,2,34,4.04,294,52
53678,marin sorescu,male,100,129,3.92,7174,168
53679,marin thomas,female,97,660,4.06,3073,718
53680,marina abramović,female,53,368,4.5,6139,632
53681,marina adair,female,22,1240,4.04,32832,2984
53682,marina anderson,female,40,169,3.26,6420,1002
53683,marina belozerskaya,female,8,7,3.57,343,57
53684,marina carvalho,female,13,59,3.89,1577,112
53685,marina chapman,female,1,35,3.91,5586,710
53686,marina cohen,female,23,105,3.94,3856,879
53687,marina colasanti,female,73,30,4.04,1108,77
53688,marina delvecchio,female,1,32,4.0,95,59
53689,marina dyachenko,female,74,293,3.99,11730,1453
53690,marina endicott,female,12,96,3.5,5045,662
53691,marina english,female,1,4,4.19,16,5
53692,marina finlayson,female,18,210,4.06,9253,579
53693,marina fiorato,female,13,495,3.76,19140,2229
53694,marina gessner,female,1,33,3.81,2291,439
53695,marina j. lostetter,female,58,152,3.84,4420,661
53696,marina keegan,female,1,182,3.83,41981,4254
53697,marina kushner,female,8,7,3.47,165,50
53698,marina maddix,female,41,248,3.94,22819,2723
53699,marina mahathir,female,8,7,3.81,151,30
53700,marina mander,female,10,9,3.05,990,195
53701,marina mariasch,female,12,8,3.56,156,24
53702,marina mayoral,female,36,8,3.64,1365,105
53703,marina myles,female,9,85,3.29,1111,305
53704,marina nemat,female,6,452,4.17,10988,1369
53705,marina oliver,female,82,1,3.3,175,26
53706,marina osipova,female,4,10,4.32,294,86
53707,marina silvia k.,female,2,12,3.8,491,92
53708,marina simcoe,female,13,291,4.09,2979,567
53709,marina stepnova,female,7,47,4.15,1705,153
53710,marina tsvetaeva,female,267,355,4.28,9167,457
53711,marina vujčić,female,9,126,4.11,1371,159
53712,marina warner,female,116,226,3.85,10801,1307
53713,marina yamamoto,female,1,0,5.0,1,0
53714,marina yuszczuk,female,10,9,3.74,89,21
53715,marinka peschmann,female,5,1,3.42,24,2
53716,mario acevedo,male,28,246,3.52,8031,835
53717,mario alberto zambrano,male,3,51,3.44,1854,313
53718,mario alonso puig,male,17,42,3.98,1091,66
53719,mario andrew pei,male,33,6,3.93,257,35
53720,mario barth,male,5,0,3.55,74,7
53721,mario batali,male,54,120,3.91,15814,717
53722,mario beauregard,male,11,11,3.63,749,95
53723,mario bellatin,male,48,112,3.67,3848,397
53724,mario benedetti,male,227,1575,4.1,47577,3936
53725,mario brooks,male,2,0,4.96,27,0
53726,mario calabresi,male,21,37,3.93,1818,166
53727,mario cuenca sandoval,male,7,1,3.48,67,10
53728,mario cuomo,male,23,8,3.85,273,35
53729,mario giacomelli,male,16,0,4.24,42,4
53730,mario giordano,male,93,129,3.48,6000,1160
53731,mario gomboli,male,313,14,3.71,1180,139
53732,mario gonzález suárez,male,28,14,3.85,325,58
53733,mario kai lipinski,male,5,34,3.71,239,68
53734,mario levi,male,26,26,3.39,699,65
53735,mario levrero,male,50,112,3.92,3137,370
53736,mario livio,male,39,159,3.76,10612,954
53737,mario lodi,male,29,2,3.87,739,38
53738,mario luzi,male,107,4,3.88,343,31
53739,mario lópez,male,17,8,3.43,520,98
53740,mario martinez,male,3,6,4.05,209,28
53741,mario mazzanti,male,15,19,3.83,982,117
53742,mario mendoza,male,37,444,4.1,11070,1197
53743,mario morenza,male,15,139,4.32,38,7
53744,mario méndez,male,36,3,3.51,225,24
53745,mario prata,male,25,9,3.79,1006,53
53746,mario praz,male,100,14,3.83,1536,146
53747,mario pricken,male,10,3,4.06,593,19
53748,mario puzo,male,38,3213,4.25,397140,11465
53749,mario quintana,male,87,94,4.24,2326,115
53750,mario reading,male,32,51,3.43,2883,233
53751,mario rigoni stern,male,47,51,4.03,4143,306
53752,mario sabino,male,11,4,3.51,191,22
53753,mario sergio cortella,male,44,217,3.83,4062,313
53754,mario tobino,male,26,5,3.32,631,54
53755,mario vaquerizo,male,5,4,3.13,287,38
53756,mario vargas llosa,male,271,5728,3.97,182858,14899
53757,mario waissbluth,male,7,7,4.14,127,12
53758,mariolina venezia,female,14,11,3.33,651,89
53759,marion aten,male,1,0,4.22,9,3
53760,marion bloem,female,46,10,3.29,604,47
53761,marion brasch,female,6,6,3.69,269,34
53762,marion chesney,female,126,471,3.72,78575,6144
53763,marion coutts,female,3,18,3.95,1360,196
53764,marion croslydon,female,8,365,3.71,3278,443
